"Story","Title","Result","Date","Stability","Duration (s)"
"Criar novo projeto","adiciono versao ao projeto","SUCCESS","2021-01-23T19:03:59.293-03:00[America/Sao_Paulo]","0.0","21.6"
"Criar novo projeto","adiciono e altero a versao do projeto","SUCCESS","2021-01-23T19:04:20.893-03:00[America/Sao_Paulo]","0.0","24.43"
"Criar novo projeto","apago versao do projeto","SUCCESS","2021-01-23T19:04:45.323-03:00[America/Sao_Paulo]","0.0","24.63"
