"Story","Title","Result","Date","Stability","Duration (s)"
"Criar novo projeto","crio um  novo subprojeto para um projeto criado","SUCCESS","2020-12-15T21:47:31.2-03:00[America/Sao_Paulo]","0.0","23.1"
"Criar novo projeto","editar um projeto criado","SUCCESS","2020-12-15T21:47:55.034-03:00[America/Sao_Paulo]","0.0","24.12"
"Criar novo projeto","adiciono um novo subprojeto","SUCCESS","2020-12-15T21:48:19.853-03:00[America/Sao_Paulo]","0.0","21.67"
