"Story","Title","Result","Date","Stability","Duration (s)"
"Criar novo projeto","adiciono versao ao projeto","SUCCESS","2020-12-09T17:36:18.795-03:00[America/Sao_Paulo]","0.0","19.5"
"Criar novo projeto","adiciono e altero a versao do projeto","SUCCESS","2020-12-09T17:36:38.998-03:00[America/Sao_Paulo]","0.0","22.46"
"Criar novo projeto","apago versao do projeto","SUCCESS","2020-12-09T17:37:02.132-03:00[America/Sao_Paulo]","0.0","22.49"
