"Story","Title","Result","Date","Stability","Duration (s)"
"Criar novo usuario","Crio um novo usuario pelo gerenciar usuarios","SUCCESS","2020-12-09T17:37:26.548-03:00[America/Sao_Paulo]","0.0","20.04"
"Criar novo usuario","Crio um novo usuario pelo botao convidar usuario","SUCCESS","2020-12-09T17:37:47.287-03:00[America/Sao_Paulo]","0.0","20.59"
